İlan Numarası,İlan Güncelleme Tarihi,İlçe,Mahalle,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Banyo Sayısı,Fiyat,Krediye Uygunluk,Balkon Durumu,Yatırıma Uygunluk,Site İçerisinde,Eşya Durumu,Takas,WC Sayısı
16088205,14 Ekim 2024,Serik Satılık Daire,Merkez Mahallesi Satılık Daire,Satılık,135 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,14 Ekim 2024,Konut,Kombi Doğalgaz,150 m²,5-10,3,Boş,2,"2,750,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,2
16088843,14 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,55 m²,1+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Daire,60 m²,1,5,Kiracı Oturuyor,1,"2,850,000",Bilinmiyor,Var,Yatırıma Uygun,Hayır,Boş,Yok,
16088919,15 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,110 m²,5-10,4,Boş,2,"3,250,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,2
16081254,13 Ekim 2024,Korkuteli Satılık Müstakil Ev,Sülekler Mahallesi Satılık Müstakil Ev,Satılık,150 m²,2+1,,Sobalı,13 Ekim 2024,Konut,Müstakil Ev,155 m²,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,1,"970,000",,,Bilinmiyor,Hayır,Eşyalı,Var,
16081281,14 Ekim 2024,Kaş Satılık Villa,Kalkan Mahallesi Satılık Villa,Satılık,250 m²,7+2,,Klimalı,13 Ekim 2024,Konut,Villa,280 m²,16-20,3,Boş,3,"19,250,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Yok,
16081381,13 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,60 m²,1+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Daire,65 m²,0 (Yeni),5,Boş,1,"3,220,000",,,,Evet,,,
16081422,14 Ekim 2024,Manavgat Satılık Daire,Kasaplar Mahallesi Satılık Daire,Satılık,160 m²,4+1,3.Kat,Sobalı,13 Ekim 2024,Konut,Sobalı,220 m²,0 (Yeni),3,Boş,2,"5,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16081489,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,90 m²,2+1,Kot 1 (-1).Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,21 Ve Üzeri,4,Boş,1,"2,599,999",Krediye Uygun,,,Evet,,,
16081588,14 Ekim 2024,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,Satılık,160 m²,4+1,3.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,180 m²,0 (Yeni),4,Boş,2,"4,100,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16081708,14 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,135 m²,2+1,,Klimalı,13 Ekim 2024,Konut,Betonarme,140 m²,11-15,2,Boş,1,"11,935,000",,,Bilinmiyor,Hayır,Eşyalı,Var,
16082197,14 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,80 m²,2+1,3.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),5,Boş,1,"4,250,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Var,
16082337,14 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,180 m²,4+1,3.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,190 m²,1,3,Boş,2,"4,900,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16082339,14 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,160 m²,4+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,161 m²,0 (Yeni),3,Boş,3,"4,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16081987,14 Ekim 2024,Muratpaşa Satılık Daire,Meydankavağı Mahallesi Satılık Daire,Satılık,90 m²,2+1,1.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Daire,100 m²,0 (Yeni),4,Boş,1,"5,800,000",,,,Hayır,,,
16082442,14 Ekim 2024,Serik Satılık Villa,Boğazkent Mahallesi Satılık Villa,Satılık,150 m²,4+1,,Klimalı,14 Ekim 2024,Konut,Villa,200 m²,16-20,2,Boş,2,"10,350,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Eşyalı,Yok,
16082458,14 Ekim 2024,Muratpaşa Satılık Daire,Memurevleri Mahallesi Satılık Daire,Satılık,135 m²,3+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,145 m²,21 Ve Üzeri,4,Kiracı Oturuyor,1,"3,450,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16082455,14 Ekim 2024,Muratpaşa Satılık Daire,Güvenlik Mahallesi Satılık Daire,Satılık,135 m²,3+1,5.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,145 m²,21 Ve Üzeri,5,Boş,1,"3,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16082590,14 Ekim 2024,Kepez Satılık Daire,Şafak Mahallesi Satılık Daire,Satılık,95 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,14 Ekim 2024,Konut,Kombi Doğalgaz,100 m²,5-10,7,Boş,1,"3,250,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16082573,14 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,42 m²,1+1,1.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,47 m²,0 (Yeni),4,Boş,1,"2,500,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16082582,14 Ekim 2024,Serik Satılık Daire,Gedik Mahallesi Satılık Daire,Satılık,118 m²,2.5+1,Düz Giriş (Zemin),Kombi Doğalgaz,14 Ekim 2024,Konut,Kombi Doğalgaz,130 m²,0 (Yeni),6,Boş,2,"4,300,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16082588,14 Ekim 2024,Kepez Satılık Daire,Ahatlı Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Klimalı,14 Ekim 2024,Konut,Klimalı,85 m²,5-10,3,Kiracı Oturuyor,1,"2,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16082441,14 Ekim 2024,Serik Satılık Daire,Kökez Mahallesi Satılık Daire,Satılık,110 m²,3+1,7.Kat,Kombi Doğalgaz,14 Ekim 2024,Konut,Kombi Doğalgaz,130 m²,0 (Yeni),7,Boş,1,"3,250,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16082814,14 Ekim 2024,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,Satılık,50 m²,1+1,Yüksek Giriş,Klimalı,14 Ekim 2024,Konut,Klimalı,60 m²,5-10,3,Mülk Sahibi Oturuyor,1,"1,650,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16083189,14 Ekim 2024,Kepez Satılık Daire,Kültür Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,95 m²,5-10,3,Mülk Sahibi Oturuyor,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16083359,14 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,65 m²,1+1,1.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,75 m²,5-10,6,Mülk Sahibi Oturuyor,1,"2,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16083360,14 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,70 m²,2+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),4,Mülk Sahibi Oturuyor,2,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16083412,14 Ekim 2024,Kepez Satılık Daire,Şafak Mahallesi Satılık Daire,Satılık,135 m²,3+1,1.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,150 m²,5-10,3,Boş,1,"3,630,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16083488,14 Ekim 2024,Kepez Satılık Daire,Göksu Mahallesi Satılık Daire,Satılık,55 m²,1+1,Düz Giriş (Zemin),Klimalı,14 Ekim 2024,Konut,Klimalı,60 m²,5-10,5,Boş,1,"2,300,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Var,
16083492,14 Ekim 2024,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,Satılık,85 m²,2+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,95 m²,0 (Yeni),3,Boş,1,"2,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16083660,14 Ekim 2024,Alanya Satılık Daire,Demirtaş Mahallesi Satılık Daire,Satılık,50 m²,1+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,60 m²,0 (Yeni),9,Boş,1,"2,350,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16083685,14 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,80 m²,2+1,2.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,95 m²,0 (Yeni),6,Boş,1,"4,350,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16073128,13 Ekim 2024,Muratpaşa Satılık Daire,Muratpaşa Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,125 m²,21 Ve Üzeri,3,Boş,1,"2,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16073133,13 Ekim 2024,Kepez Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,Satılık,165 m²,4+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,180 m²,5-10,3,Boş,2,"3,350,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16073803,13 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,135 m²,4+1,,Isıtma Yok,13 Ekim 2024,Konut,Villa,150 m²,16-20,3,Boş,2,"7,150,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16073240,13 Ekim 2024,Gazipaşa Satılık Daire,Pazarcı Mahallesi Satılık Daire,Satılık,40 m²,1+1,3.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,45 m²,0 (Yeni),5,Boş,1,"3,500,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16073242,13 Ekim 2024,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,11-15,5,Boş,2,"5,150,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16073799,13 Ekim 2024,Serik Satılık Villa,Boğazkent Mahallesi Satılık Villa,Satılık,210 m²,4+1,,Klimalı,13 Ekim 2024,Konut,Villa,220 m²,21 Ve Üzeri,4,Boş,2,"6,800,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16073804,13 Ekim 2024,Döşemealtı Satılık Villa,Altınkale Mahallesi Satılık Villa,Satılık,297 m²,6+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,341 m²,0 (Yeni),2,Boş,4,"25,000,000",,,,Hayır,,,
16073805,13 Ekim 2024,Serik Satılık Villa,Boğazkent Mahallesi Satılık Villa,Satılık,150 m²,3+1,,Klimalı,13 Ekim 2024,Konut,Villa,180 m²,1,3,Boş,2,"7,500,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Var,
16073858,13 Ekim 2024,Konyaaltı Satılık Villa,Molla Yusuf Mahallesi Satılık Villa,Satılık,300 m²,5+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,320 m²,1,2,Boş,5,"22,000,000",,,Bilinmiyor,Hayır,,Yok,
16074502,13 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,85 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,21 Ve Üzeri,5,Boş,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16074209,13 Ekim 2024,Kepez Satılık Daire,Demirel Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Daire,100 m²,0 (Yeni),3,Boş,1,"2,575,000",,,,Hayır,,,
16073856,13 Ekim 2024,Döşemealtı Satılık Villa,Yalınlı Mahallesi Satılık Villa,Satılık,325 m²,5+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,385 m²,0 (Yeni),2,Boş,6+,"29,750,000",,,Bilinmiyor,Hayır,,Yok,
16075005,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,200 m²,4+2,Kot 2 (-2).Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,230 m²,0 (Yeni),2,Boş,2,"6,250,000",Krediye Uygun,,,Hayır,,,
16074498,13 Ekim 2024,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,Satılık,85 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,16-20,4,Kiracı Oturuyor,1,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16075230,13 Ekim 2024,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,Satılık,105 m²,2+1,10.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,125 m²,16-20,10,Boş,2,"18,750,000",Krediye Uygun,,,Hayır,,,
16076230,13 Ekim 2024,Aksu Satılık Daire,Macun Mahallesi Satılık Daire,Satılık,111 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,140 m²,0 (Yeni),5,Boş,2,"6,700,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16075247,13 Ekim 2024,Kepez Satılık Daire,Ahatlı Mahallesi Satılık Daire,Satılık,175 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,180 m²,5-10,3,Kiracı Oturuyor,2,"3,300,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16075861,13 Ekim 2024,Konyaaltı Satılık Daire,Arapsuyu Mahallesi Satılık Daire,Satılık,170 m²,4+1,2.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,195 m²,16-20,3,Mülk Sahibi Oturuyor,2,"14,500,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,,Var,
16076701,13 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,70 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),2,Boş,1,"1,999,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16075263,13 Ekim 2024,Kepez Satılık Daire,Yeni Emek Mahallesi Satılık Daire,Satılık,75 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,5-10,3,Mülk Sahibi Oturuyor,1,"2,550,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16076222,13 Ekim 2024,Muratpaşa Satılık Daire,Altındağ Mahallesi Satılık Daire,Satılık,75 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,21 Ve Üzeri,8,Boş,1,"2,150,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16077389,14 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,95 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,5-10,2,Boş,1,"5,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16077420,14 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,75 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,5-10,2,Boş,1,"5,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16076226,13 Ekim 2024,Muratpaşa Satılık Daire,Güzelbağ Mahallesi Satılık Daire,Satılık,70 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,11-15,2,Mülk Sahibi Oturuyor,1,"3,300,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16080097,13 Ekim 2024,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,Satılık,85 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,5-10,3,Boş,1,"4,900,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Var,
16079258,13 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,80 m²,2+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),4,Boş,1,"3,950,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Eşyalı,Yok,1
16077416,14 Ekim 2024,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,Satılık,80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,85 m²,5-10,4,Mülk Sahibi Oturuyor,1,"4,800,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16079274,13 Ekim 2024,Manavgat Satılık Daire,Aşağı Hisar Mahallesi Satılık Daire,Satılık,125 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,160 m²,0 (Yeni),3,Boş,2,"5,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16079143,13 Ekim 2024,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,Satılık,115 m²,3+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,125 m²,11-15,4,Mülk Sahibi Oturuyor,1,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16080098,13 Ekim 2024,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,Satılık,130 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,140 m²,5-10,3,Boş,2,"6,100,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Var,
16070066,13 Ekim 2024,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,Satılık,110 m²,3+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,11-15,4,Mülk Sahibi Oturuyor,1,"2,900,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16070117,13 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,50 m²,2+1,Düz Giriş (Zemin),Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,60 m²,5-10,3,Boş,1,"2,600,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16070121,13 Ekim 2024,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,Satılık,170 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,195 m²,0 (Yeni),3,Boş,2,"5,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16070579,13 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,110 m²,2+1,8.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,0 (Yeni),9,Boş,2,"2,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16070545,13 Ekim 2024,Manavgat Satılık Daire,Şelale Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,5-10,3,Boş,2,"2,850,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16070576,13 Ekim 2024,Alanya Satılık Daire,Konaklı Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,120 m²,16-20,3,Boş,2,"2,550,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16070578,13 Ekim 2024,Alanya Satılık Daire,Demirtaş Mahallesi Satılık Daire,Satılık,110 m²,2+1,5.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,130 m²,0 (Yeni),5,Boş,2,"3,500,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16071750,13 Ekim 2024,Muratpaşa Satılık Daire,Altındağ Mahallesi Satılık Daire,Satılık,120 m²,3+1,5.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,130 m²,21 Ve Üzeri,6,Boş,1,"4,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16071667,13 Ekim 2024,Finike Satılık Daire,Yeni Mahallesi Satılık Daire,Satılık,145 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,160 m²,16-20,4,Boş,1,"2,300,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16071752,13 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,45 m²,1+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,55 m²,0 (Yeni),5,Boş,1,"2,465,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16071772,13 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,48 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,53 m²,0 (Yeni),4,Boş,1,"1,500,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16071774,13 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,90 m²,2+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),4,Boş,2,"2,500,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16071778,13 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,49 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,55 m²,1,4,Boş,1,"1,950,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16072223,13 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,65 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,75 m²,5-10,4,Boş,1,"1,923,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16071898,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,60 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,66 m²,3,3,Mülk Sahibi Oturuyor,1,"4,150,000",Krediye Uygun,,,Hayır,,,
16072128,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,51 m²,1+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),61 m²,0 (Yeni),11,Kiracı Oturuyor,1,"2,550,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072088,13 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,85 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,5-10,6,Boş,1,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16071943,13 Ekim 2024,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,Satılık,43 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,47 m²,0 (Yeni),10,Boş,1,"1,600,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Var,1
16072136,13 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,120 m²,3+1,5.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),131 m²,0 (Yeni),9,Boş,2,"4,250,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072722,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,100 m²,0 (Yeni),4,Boş,1,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16072904,13 Ekim 2024,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,Satılık,60 m²,1+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,70 m²,5-10,5,Boş,1,"3,400,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16072631,15 Ekim 2024,Aksu Satılık Daire,Macun Mahallesi Satılık Daire,Satılık,75 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,0 (Yeni),4,Boş,1,"1,800,000",Krediye Uygun,,,Hayır,,,
16072716,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,85 m²,2+1,3.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,105 m²,0 (Yeni),4,Boş,2,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072597,13 Ekim 2024,Manavgat Satılık Daire,Emek Mahallesi Satılık Daire,Satılık,45 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,55 m²,0 (Yeni),4,Boş,1,"2,800,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16072341,13 Ekim 2024,Konyaaltı Satılık Prefabrik,Çakırlar Mahallesi Satılık Prefabrik,Satılık,100 m²,2+1,,Klimalı,13 Ekim 2024,Konut,Prefabrik,110 m²,0 (Yeni),1,Boş,1,"1,550,000",Bilinmiyor,,,Hayır,Boş,Var,1
16084433,14 Ekim 2024,Muratpaşa Satılık Daire,Soğuksu Mahallesi Satılık Daire,Satılık,135 m²,3+1,3.Kat,Klimalı,14 Ekim 2024,Konut,Klimalı,150 m²,21 Ve Üzeri,4,Boş,1,"3,470,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16064206,13 Ekim 2024,Kepez Satılık Daire,Şafak Mahallesi Satılık Daire,Satılık,130 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,145 m²,5-10,3,Mülk Sahibi Oturuyor,1,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16064210,13 Ekim 2024,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,Satılık,45 m²,1+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,55 m²,1,3,Boş,1,"2,900,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
